Sheet_Def,Domain,Variable,Label,Type,Codes,Rule for derivation,deriv_info,deriv_info_null,deriv_info_len,Label_len,deriv_info_key_words
Cost data per visit,ADCOST,ADCOST_COST_OTHTRT,Patient Direct Medical Cost per Month: Other Treatments Recorded for Patient That Are Not AD Medications,Numeric,,"Calculate temporary variable _prev_vsdt: If visitnum = 1 then vsdt - 30; else vsdt from previous visit.
Calculate temporary variable _period as: vsdt - prev_vsdt.
If AD medication started before visit date (adtstdt < vsdt) and (is ongoing at visit (adtongo = 'Y') or ended after previous visit (adtendt > _prev_vsdt)) then calculate the _ndays_, the number of days the medication was taken, as MIN(vsdt, adtendt) - MAX(adtstdt, _prev_vsdt).
Use CSV file input\cost2.csv to get the cost per day per AD treatment. Use the information stored in column D (Cost per unit Y 2017). For the cost of ""other AD treatment"" and ""other treatment"" take the average of the first 4 rows (so exclude Yokukansan from average, see issuelog #26) and merge these values to the AD information per patient. The monthly cost per AD medication per patient is calculated as the (_ndays_ * cost for the AD treatment * 30) / _period. The total cost for Other Treatment per patient and visit (cost_othtrt) is calculated by summing the cost of all separate AD cost per patient and visit for adtterms""Yokukansan (Chinese herbal medicine)"" and ""Other"".
If patient has at least one record in DATA.ADTR (either ADTTRYN = Y or N) and no AD cost is found using above calculation then set to 0.
","Calculate temporary variable _prev_vsdt: If visitnum = 1 then vsdt - 30; else vsdt from previous visit.
Calculate temporary variable _period as: vsdt - prev_vsdt.
If AD medication started before visit date (adtstdt < vsdt) and (is ongoing at visit (adtongo = 'Y') or ended after previous visit (adtendt > _prev_vsdt)) then calculate the _ndays_, the number of days the medication was taken, as MIN(vsdt, adtendt) - MAX(adtstdt, _prev_vsdt).
Use CSV file input\cost2.csv to get the cost per day per AD treatment. Use the information stored in column D (Cost per unit Y 2017). For the cost of ""other AD treatment"" and ""other treatment"" take the average of the first 4 rows (so exclude Yokukansan from average, see issuelog #26) and merge these values to the AD information per patient. The monthly cost per AD medication per patient is calculated as the (_ndays_ * cost for the AD treatment * 30) / _period. The total cost for Other Treatment per patient and visit (cost_othtrt) is calculated by summing the cost of all separate AD cost per patient and visit for adtterms""Yokukansan (Chinese herbal medicine)"" and ""Other"".
If patient has at least one record in DATA.ADTR (either ADTTRYN = Y or N) and no AD cost is found using above calculation then set to 0.
",False,214,16,previous visit adtendt _prev_vsdt calculate. calculate _ndays_ number days medication. _period total cost treatment patient. 
Cost data per visit,ADCOST,ADCOST_COST_MEDP,Patient Direct Medical Cost per Month: All Medications for Patient,Numeric,,cost_adt + cost_pht + cost_ccp + cost_othtrt,cost_adt + cost_pht + cost_ccp + cost_othtrt,False,8,10,cost_adt + cost_pht + cost_ccp + cost_othtrt
Cost data per visit,ADCOST,ADCOST_COST_HOPP,Patient Direct Medical Cost per Month: Hospital Admissions for Patient,Numeric,,"Costs per night in hospital are taken from cost1.csv: category = 'Hospitalization costs', sub category2 = 'AD Patient'.
These cost are collected for Psychiatry ward (Resource Type = 'Psychiatry' and Geriatrics, internal medicine, surgery, neurology and general ward (Resource Type = 'Geriatrics, internal medicine, surgery, neurology, general ward') and cost is different for stays up to 14 days, 15-30 days, and > 30 days (use sub category1). The cost for 'Other ward' is calculated as (5 * cost for Geriatrics, internal medicine, surgery, neurology, general ward + cost for Psychiatry Ward) / 6 (see issuelog #27).
Information how many nights patient spent in what ward per month for the visit are taken from variables pnnhop1 - pnnhop7 and the cost per ward in the period is calculated by multiplying number of nights by the appropriate cost for the ward and length of stay. The total monthly cost for hospital admission for the visit (COST_HOPP) is the sum of the costs per ward.
See issuelog #97 for how to select the cost per night depending on the length of stay when more then one visit recorded for a type of ward.

","Costs per night in hospital are taken from cost1.csv: category = 'Hospitalization costs', sub category2 = 'AD Patient'.
These cost are collected for Psychiatry ward (Resource Type = 'Psychiatry' and Geriatrics, internal medicine, surgery, neurology and general ward (Resource Type = 'Geriatrics, internal medicine, surgery, neurology, general ward') and cost is different for stays up to 14 days, 15-30 days, and > 30 days (use sub category1). The cost for 'Other ward' is calculated as (5 * cost for Geriatrics, internal medicine, surgery, neurology, general ward + cost for Psychiatry Ward) / 6 (see issuelog #27).
Information how many nights patient spent in what ward per month for the visit are taken from variables pnnhop1 - pnnhop7 and the cost per ward in the period is calculated by multiplying number of nights by the appropriate cost for the ward and length of stay. The total monthly cost for hospital admission for the visit (COST_HOPP) is the sum of the costs per ward.
See issuelog #97 for how to select the cost per night depending on the length of stay when more then one visit recorded for a type of ward.

",False,184,10,hospital taken cost1 csv category. pnnhop7 cost ward period calculated. stay total monthly cost hospital. 
Cost data per visit,ADCOST,ADCOST_COST_ERP,Patient Direct Medical Cost per Month: Emergency Room Visits for Patient,Numeric,,"Cost per emergency visit is taken from cost1.csv: category = ''Emergency medicine'.
Information about the number of emergency visits per month for patient/visit is taken from variable perpnum.
The monthly cost of emergency visits for the period is calculated as perpnum * cost per emergency visit.","Cost per emergency visit is taken from cost1.csv: category = ''Emergency medicine'.
Information about the number of emergency visits per month for patient/visit is taken from variable perpnum.
The monthly cost of emergency visits for the period is calculated as perpnum * cost per emergency visit.",False,46,11,taken variable perpnum monthly cost. emergency visits month patient visit. csv category emergency medicine information. 
Cost data per visit,ADCOST,ADCOST_COST_HCPP,Patient Direct Medical Cost per Month: Health Care Professional Visits for Patient,Numeric,,"Costs per type of HC Professional consultation are taken from cost1.csv: category = 'Use of medical resources (consultation)', sub category2 = 'AD Patient' or blank. ""Physical therapist"" should be read as ""Physiotherapist"". For ""Other"" calculate the average (excluding Other: dentist), weighing the cost for ""Physician, geriatrician, neurologist, orthopedist, opthalmologist"" three times and the cost for ""Physical therapist, occupational therapist"" twice. 
Information the number of visits per month is taken from variables pnnhcp1 - pnnhcp9. The cost for HC professionals in the period is calculated by multiplying number of visits by the cost for the HC Professional. The total monthly cost for HC professional visits for the visit (COST_HCPP) is the sum of the costs per HC Professional.

So ignore the information specified for other, and just use the average (calculated as described above) of General practitioner, Geriatrician, Neurologist, Psychiatrist, Physiotherapist, Occupational therapist, Social worker and Psychologist, even the other visit involved a professional that has cost unit in the spreadsheet, e.g. dentist.","Costs per type of HC Professional consultation are taken from cost1.csv: category = 'Use of medical resources (consultation)', sub category2 = 'AD Patient' or blank. ""Physical therapist"" should be read as ""Physiotherapist"". For ""Other"" calculate the average (excluding Other: dentist), weighing the cost for ""Physician, geriatrician, neurologist, orthopedist, opthalmologist"" three times and the cost for ""Physical therapist, occupational therapist"" twice. 
Information the number of visits per month is taken from variables pnnhcp1 - pnnhcp9. The cost for HC professionals in the period is calculated by multiplying number of visits by the cost for the HC Professional. The total monthly cost for HC professional visits for the visit (COST_HCPP) is the sum of the costs per HC Professional.

So ignore the information specified for other, and just use the average (calculated as described above) of General practitioner, Geriatrician, Neurologist, Psychiatrist, Physiotherapist, Occupational therapist, Social worker and Psychologist, even the other visit involved a professional that has cost unit in the spreadsheet, e.g. dentist.",False,162,12,professional consultation taken cost1 csv. physical therapist read physiotherapist calculate. visit cost_hcpp sum costs hc. 
Cost data per visit,ADCOST,ADCOST_COST_ASS,Patient Direct Medical Cost per Month: Scans and Examinations for Patient,Numeric,,"Calculate temporary variable _prev_vsdt: If visitnum = 1 then vsdt - 180; else vsdt from previous visit. If date of previous visit is missing then take vsdt - 180.
Calculate temporary variable _period as: vsdt - prev_vsdt. Costs per assessment type are taken from cost1.csv: category = 'Diagnosis of Alzheimer's Disease'. 
Information the whether a certain assment was done is taken from assyn1-assyn4 for baseline and all other visits. The total monthly cost for assessment for the visit (COST_ASS) is the sum of the costs per assessment * (30 / _period).","Calculate temporary variable _prev_vsdt: If visitnum = 1 then vsdt - 180; else vsdt from previous visit. If date of previous visit is missing then take vsdt - 180.
Calculate temporary variable _period as: vsdt - prev_vsdt. Costs per assessment type are taken from cost1.csv: category = 'Diagnosis of Alzheimer's Disease'. 
Information the whether a certain assment was done is taken from assyn1-assyn4 for baseline and all other visits. The total monthly cost for assessment for the visit (COST_ASS) is the sum of the costs per assessment * (30 / _period).",False,90,11,_prev_vsdt visitnum vsdt 180 vsdt. assessment visit cost_ass sum costs. calculate temporary variable _period vsdt. 
Cost data per visit,ADCOST,ADCOST_COST_DIAG,Total Cost of Scans and Examinations Done at Diagnosis (Not Included in Patient Direct Medical Cost),Numeric,,"Costs per assessment type are taken from cost1.csv: category = 'Diagnosis of Alzheimer's Disease'. 
Information the whether a certain assment was done is taken from dscan1 - dscan5 dexam1 - dexam4. The total cost for scans and examinations for diagnosis is the sum of the costs per scan/examination. Only assigned for baseline visit.","Costs per assessment type are taken from cost1.csv: category = 'Diagnosis of Alzheimer's Disease'. 
Information the whether a certain assment was done is taken from dscan1 - dscan5 dexam1 - dexam4. The total cost for scans and examinations for diagnosis is the sum of the costs per scan/examination. Only assigned for baseline visit.",False,53,16,diagnosis alzheimer disease information certain. type taken cost1 csv category. dexam1 dexam4 total cost scans. 
Cost data per visit,ADCOST,ADCOST_COST_ACC,Patient Direct Non-medical Cost per Month: Living accommodation,Numeric,,"Calculate temporary variable _prev_vsdt: If visitnum = 1 then vsdt - 30; else vsdt from previous visit.
Calculate temporary variable _period as: vsdt - prev_vsdt.Costs for AD related accommodation are taken from cost1.csv: category = 'Living type'. For ""Long-term institutional care"" the average of ""Services in healthcare facilities for the elderly requiring long-term care"" and ""Services in welfare facilities for the elderly requiring long-term care"" is taken.
Information the number if nights in temporary AD related accommodation is taken from variables nntacc3 and ntacc4 and cost per month is calculated by multiplying number of nights by the cost for the accommodation. 

For post-baseline visits we add the cost of permanent accomodation if applicable:
Calculate the number of days NDAYS  in permanent accomodation LIVACCCD in (3 4) as MIN(_period, vsdt - livchgdt + 1). The cost of permanent accomodation is NDAYS * cost for the accommodation * (30 / _period).
","Calculate temporary variable _prev_vsdt: If visitnum = 1 then vsdt - 30; else vsdt from previous visit.
Calculate temporary variable _period as: vsdt - prev_vsdt.Costs for AD related accommodation are taken from cost1.csv: category = 'Living type'. For ""Long-term institutional care"" the average of ""Services in healthcare facilities for the elderly requiring long-term care"" and ""Services in welfare facilities for the elderly requiring long-term care"" is taken.
Information the number if nights in temporary AD related accommodation is taken from variables nntacc3 and ntacc4 and cost per month is calculated by multiplying number of nights by the cost for the accommodation. 

For post-baseline visits we add the cost of permanent accomodation if applicable:
Calculate the number of days NDAYS  in permanent accomodation LIVACCCD in (3 4) as MIN(_period, vsdt - livchgdt + 1). The cost of permanent accomodation is NDAYS * cost for the accommodation * (30 / _period).
",False,149,9,_period vsdt prev_vsdt costs ad. accommodation taken cost1 csv category. previous visit calculate temporary variable. 
Cost data per visit,ADCOST,ADCOST_COST_SVP,Patient Direct Non-medical Cost per Month: Community Services,Numeric,,"Costs per type of community service are taken from cost1.csv: category = 'Use of community-based services'. For ""Daycare"" use the average of the amount quoted for average of ""day care"" and ""Daycare for long-term care of the elderly with dementia"". For ""Other"" the average of the 5 services is taken.
Information the number of visits is taken from variables nnsvp1 - nnsvp6 and the  cost for community services in the period is calculated by multiplying number of visits by the cost for the community service. The total monthly cost for community services for the visit (COST_SVP) is the sum of the costs per community service. Note that duration of visit is not used, see issuelog #35.  ","Costs per type of community service are taken from cost1.csv: category = 'Use of community-based services'. For ""Daycare"" use the average of the amount quoted for average of ""day care"" and ""Daycare for long-term care of the elderly with dementia"". For ""Other"" the average of the 5 services is taken.
Information the number of visits is taken from variables nnsvp1 - nnsvp6 and the  cost for community services in the period is calculated by multiplying number of visits by the cost for the community service. The total monthly cost for community services for the visit (COST_SVP) is the sum of the costs per community service. Note that duration of visit is not used, see issuelog #35.  ",False,118,9,community services period calculated multiplying. nnsvp1 nnsvp6 cost community services. services visit cost_svp sum costs. 
Cost data per visit,ADCOST,ADCOST_COST_PSUP,Patient Direct Non-medical Cost per Month: Public Support,Numeric,,cost_acc + cost_svp  ,cost_acc + cost_svp  ,False,4,9,cost_acc + cost_svp  
Cost data per visit,ADCOST,ADCOST_COST_STRUC,Patient Direct Non-medical Cost per Month: Structural Changes as Consequence of AD,Numeric,,"First, if oopstruc is missing and oopstrucyn = 'Y' then impute median of all subjects with fasfl = 'Y' and oopstrucyn = 'Y'; Then oopstruc = oopstruc / 6;","First, if oopstruc is missing and oopstrucyn = 'Y' then impute median of all subjects with fasfl = 'Y' and oopstrucyn = 'Y'; Then oopstruc = oopstruc / 6;",False,24,13,subjects fasfl oopstrucyn oopstruc oopstruc. oopstruc missing oopstrucyn impute median. missing oopstrucyn impute median subjects. 
Cost data per visit,ADCOST,ADCOST_COST_CONS,Patient Direct Non-medical Cost per Month: Consumable Items as Consequence of AD,Numeric,,If oopcons is missing and oopconsyn = 'Y' then impute median of all subjects with fasfl = 'Y' and oopconsyn = 'Y'. Else copy oopcons.,If oopcons is missing and oopconsyn = 'Y' then impute median of all subjects with fasfl = 'Y' and oopconsyn = 'Y'. Else copy oopcons.,False,22,13,subjects fasfl oopconsyn copy oopcons. oopcons missing oopconsyn impute median. impute median subjects fasfl oopconsyn. 
